timestamp,device_id,energy_consumed,device_type,location,data_size,latency,error_rate,protocol_type,air_quality,temperature,humidity,traffic_flow,transaction_id,transaction_status,block_hash,node_id,validation_status,model_version,training_time,model_accuracy,communication_cost,system_status
2020-01-01 12:45:00,device_1,4.37,light bulb,Zone 5,4116,48,0.049,CoAP,135,25.1,66,30,txn_154,pending,block_7256,node_2,successful,5,130,0.92,0.1,1
2020-01-01 12:50:00,device_4,3.77,light bulb,Zone 2,1383,6,0.069,FTP,110,32.6,65,52,txn_155,failed,block_7727,node_1,successful,3,211,0.92,0.04,3
2020-01-01 12:55:00,device_3,1.16,fan,Zone 5,4726,35,0.026,CoAP,82,16.0,57,15,txn_156,pending,block_2076,node_1,successful,4,134,0.77,0.06,3
2020-01-01 13:00:00,device_4,0.65,air conditioner,Zone 1,4739,45,0.063,CoAP,82,28.2,31,92,txn_157,failed,block_5103,node_1,successful,5,178,0.93,0.06,2
2020-01-01 13:05:00,device_2,1.7,air conditioner,Zone 2,2523,26,0.009,MQTT,73,15.1,48,47,txn_158,confirmed,block_2696,node_3,successful,4,271,0.88,0.19,3
2020-01-01 13:10:00,device_5,2.76,air conditioner,Zone 1,1856,47,0.073,HTTP,117,23.8,76,23,txn_159,pending,block_4257,node_3,successful,4,177,0.79,0.01,3
2020-01-01 13:15:00,device_4,3.11,light bulb,Zone 5,4817,12,0.033,CoAP,67,17.2,61,27,txn_160,failed,block_4272,node_3,failed,3,197,0.79,0.06,2
2020-01-01 13:20:00,device_4,0.28,heater,Zone 1,769,49,0.033,HTTP,95,29.4,51,45,txn_161,confirmed,block_6616,node_3,failed,3,200,0.8,0.08,2
2020-01-01 13:25:00,device_1,0.38,fan,Zone 2,2495,37,0.051,HTTP,92,28.7,46,54,txn_162,failed,block_8140,node_3,failed,4,160,0.74,0.15,2
2020-01-01 13:30:00,device_2,4.46,air conditioner,Zone 2,2004,12,0.09,HTTP,118,26.6,47,76,txn_163,failed,block_9545,node_3,successful,4,88,0.93,0.11,1
2020-01-01 13:35:00,device_5,0.13,smart appliance,Zone 1,4231,23,0.032,MQTT,139,19.7,79,94,txn_164,failed,block_7106,node_2,successful,3,91,0.79,0.05,2
2020-01-01 13:40:00,device_4,2.46,fan,Zone 5,3394,24,0.066,HTTP,112,24.0,44,1,txn_165,confirmed,block_3942,node_3,successful,5,209,0.89,0.01,2
2020-01-01 13:45:00,device_2,0.59,air conditioner,Zone 2,4105,50,0.073,HTTP,57,20.9,42,78,txn_166,confirmed,block_9657,node_1,successful,3,97,0.82,0.09,1
2020-01-01 13:50:00,device_5,4.86,air conditioner,Zone 1,145,17,0.042,CoAP,114,15.2,42,61,txn_167,confirmed,block_5740,node_1,successful,2,148,0.87,0.01,3
2020-01-01 13:55:00,device_3,2.98,smart appliance,Zone 2,1791,22,0.062,FTP,63,20.3,75,40,txn_168,pending,block_7208,node_1,failed,5,185,0.93,0.17,1
2020-01-01 14:00:00,device_5,2.05,air conditioner,Zone 2,3031,49,0.048,MQTT,136,32.3,56,64,txn_169,confirmed,block_4504,node_1,successful,5,91,0.74,0.19,1
2020-01-01 14:05:00,device_4,0.98,smart appliance,Zone 2,4747,30,0.055,HTTP,65,29.5,73,39,txn_170,failed,block_4323,node_1,successful,1,153,0.85,0.14,1
2020-01-01 14:10:00,device_5,4.96,light bulb,Zone 4,1901,33,0.049,MQTT,77,15.9,42,44,txn_171,confirmed,block_9370,node_2,failed,4,278,0.75,0.18,1
2020-01-01 14:15:00,device_1,2.76,light bulb,Zone 1,112,15,0.073,FTP,85,30.2,50,84,txn_172,failed,block_4884,node_2,failed,5,60,0.89,0.15,2
2020-01-01 14:20:00,device_5,0.7,air conditioner,Zone 5,1885,14,0.085,CoAP,82,25.2,57,66,txn_173,confirmed,block_9591,node_1,successful,2,265,0.93,0.14,2
2020-01-01 14:25:00,device_2,2.0,air conditioner,Zone 4,3613,23,0.049,CoAP,141,26.1,62,46,txn_174,failed,block_9746,node_2,failed,4,233,0.91,0.1,3
2020-01-01 14:30:00,device_5,0.42,fan,Zone 1,3383,49,0.028,CoAP,134,17.6,53,62,txn_175,confirmed,block_5007,node_2,failed,1,84,0.76,0.11,2
2020-01-01 14:35:00,device_2,2.55,smart appliance,Zone 1,610,37,0.011,FTP,71,35.0,36,64,txn_176,pending,block_6566,node_1,failed,4,92,0.87,0.14,2
2020-01-01 14:40:00,device_2,0.5,smart appliance,Zone 5,4679,19,0.082,HTTP,80,16.4,66,89,txn_177,pending,block_2244,node_1,failed,3,47,0.78,0.16,3
2020-01-01 14:45:00,device_1,3.03,fan,Zone 4,3697,13,0.064,CoAP,148,30.7,30,66,txn_178,confirmed,block_1271,node_1,successful,2,157,0.89,0.13,1
2020-01-01 14:50:00,device_1,2.13,smart appliance,Zone 3,1711,22,0.065,HTTP,145,23.1,58,64,txn_179,failed,block_4094,node_3,successful,2,253,0.95,0.11,2
2020-01-01 14:55:00,device_1,1.72,air conditioner,Zone 4,3473,40,0.023,FTP,95,21.7,34,59,txn_180,pending,block_9086,node_3,failed,3,280,0.91,0.18,3
2020-01-01 15:00:00,device_1,4.7,heater,Zone 5,3430,37,0.033,MQTT,114,20.0,40,54,txn_181,pending,block_8594,node_1,successful,3,274,0.89,0.02,3
2020-01-01 15:05:00,device_3,0.48,fan,Zone 4,1978,14,0.057,FTP,58,19.8,59,98,txn_182,confirmed,block_5573,node_1,failed,3,230,0.89,0.05,1
2020-01-01 15:10:00,device_4,0.59,smart appliance,Zone 3,3385,41,0.003,FTP,120,31.5,71,53,txn_183,failed,block_8773,node_1,failed,3,170,0.76,0.06,1
2020-01-01 15:15:00,device_4,3.69,heater,Zone 4,1866,45,0.048,CoAP,150,17.5,73,1,txn_184,confirmed,block_8426,node_3,failed,2,61,0.73,0.08,1
2020-01-01 15:20:00,device_1,4.53,fan,Zone 1,3294,15,0.058,CoAP,51,31.9,56,14,txn_185,pending,block_2143,node_3,successful,5,262,0.76,0.03,1
2020-01-01 15:25:00,device_1,4.17,smart appliance,Zone 5,1887,23,0.063,HTTP,112,26.2,47,30,txn_186,pending,block_9544,node_3,failed,2,225,0.87,0.16,1
2020-01-01 15:30:00,device_1,2.85,smart appliance,Zone 1,3068,28,0.035,HTTP,95,28.3,61,72,txn_187,confirmed,block_6555,node_3,successful,5,205,0.88,0.05,3
2020-01-01 15:35:00,device_2,4.16,air conditioner,Zone 1,1913,40,0.016,FTP,70,21.3,69,76,txn_188,pending,block_5845,node_2,failed,3,112,0.88,0.15,2
2020-01-01 15:40:00,device_2,0.7,smart appliance,Zone 1,608,48,0.036,CoAP,63,32.3,68,61,txn_189,confirmed,block_9129,node_2,failed,5,43,0.93,0.15,3
2020-01-01 15:45:00,device_2,3.18,air conditioner,Zone 5,302,19,0.022,FTP,50,17.4,73,98,txn_190,confirmed,block_6681,node_3,successful,1,284,0.84,0.09,1
2020-01-01 15:50:00,device_5,3.28,fan,Zone 1,484,43,0.081,CoAP,132,18.0,76,89,txn_191,confirmed,block_2735,node_1,successful,1,112,0.9,0.15,2
2020-01-01 15:55:00,device_4,2.56,air conditioner,Zone 3,4771,7,0.042,CoAP,73,30.2,51,67,txn_192,confirmed,block_2269,node_2,failed,4,125,0.95,0.12,2
2020-01-01 16:00:00,device_1,0.7,light bulb,Zone 3,2979,15,0.061,FTP,73,30.2,64,61,txn_193,confirmed,block_6121,node_3,failed,5,258,0.81,0.15,2
2020-01-01 16:05:00,device_1,0.93,heater,Zone 1,4835,13,0.062,MQTT,132,26.5,36,53,txn_194,confirmed,block_9304,node_1,successful,1,50,0.84,0.13,1
2020-01-01 16:10:00,device_1,4.65,air conditioner,Zone 4,3855,33,0.072,HTTP,93,16.4,69,44,txn_195,confirmed,block_4233,node_1,successful,2,281,0.84,0.07,1
2020-01-01 16:15:00,device_1,2.81,smart appliance,Zone 5,1107,28,0.026,CoAP,132,23.4,69,9,txn_196,pending,block_6941,node_3,successful,4,212,0.88,0.11,3
2020-01-01 16:20:00,device_1,0.8,air conditioner,Zone 3,3591,42,0.076,FTP,137,17.4,55,40,txn_197,confirmed,block_1365,node_2,failed,4,57,0.75,0.06,1
2020-01-01 16:25:00,device_3,3.68,fan,Zone 3,2291,17,0.032,FTP,141,23.9,47,86,txn_198,failed,block_2390,node_2,failed,1,240,0.76,0.1,3
2020-01-01 16:30:00,device_4,2.4,fan,Zone 5,4448,27,0.021,FTP,124,17.5,72,94,txn_199,failed,block_4459,node_3,failed,2,114,0.84,0.2,3
2020-01-01 16:35:00,device_1,3.92,air conditioner,Zone 1,2615,42,0.06,CoAP,57,16.9,69,6,txn_200,confirmed,block_7891,node_1,failed,4,111,0.75,0.11,3
2020-01-01 16:40:00,device_2,2.25,fan,Zone 1,253,46,0.033,FTP,101,27.6,46,10,txn_201,confirmed,block_6648,node_1,failed,5,198,0.92,0.15,3
2020-01-01 16:45:00,device_5,2.58,light bulb,Zone 5,4870,18,0.073,HTTP,116,22.0,68,21,txn_202,pending,block_4516,node_1,failed,2,117,0.9,0.19,3
2020-01-01 16:50:00,device_1,0.3,light bulb,Zone 3,3374,14,0.092,MQTT,78,32.3,43,12,txn_203,failed,block_1595,node_3,failed,2,188,0.86,0.15,3
2020-01-01 16:55:00,device_4,2.57,heater,Zone 1,1077,46,0.057,CoAP,132,16.0,46,92,txn_204,failed,block_8572,node_3,failed,5,236,0.87,0.09,3
2020-01-01 17:00:00,device_2,3.01,heater,Zone 3,3103,15,0.056,MQTT,131,21.0,50,8,txn_205,failed,block_6143,node_2,successful,5,227,0.81,0.15,1
2020-01-01 17:05:00,device_3,3.95,fan,Zone 5,1416,35,0.009,CoAP,79,33.2,56,76,txn_206,pending,block_7723,node_3,successful,4,56,0.88,0.14,2
2020-01-01 17:10:00,device_5,4.74,light bulb,Zone 4,4833,23,0.074,CoAP,106,26.3,30,16,txn_207,pending,block_1471,node_1,successful,2,40,0.72,0.03,3
2020-01-01 17:15:00,device_5,1.27,fan,Zone 5,1078,22,0.016,HTTP,146,33.2,69,65,txn_208,confirmed,block_1030,node_2,successful,3,46,0.73,0.1,1
2020-01-01 17:20:00,device_5,0.52,fan,Zone 4,1515,13,0.062,FTP,85,20.9,53,68,txn_209,confirmed,block_4859,node_1,successful,2,48,0.81,0.01,2
2020-01-01 17:25:00,device_2,4.8,air conditioner,Zone 5,4772,46,0.077,FTP,63,24.3,64,79,txn_210,confirmed,block_7990,node_1,successful,3,238,0.92,0.1,3
2020-01-01 17:30:00,device_3,3.88,light bulb,Zone 3,4279,50,0.07,FTP,98,17.7,63,54,txn_211,confirmed,block_7897,node_2,failed,5,292,0.75,0.1,3
2020-01-01 17:35:00,device_4,2.45,light bulb,Zone 1,1825,27,0.055,FTP,115,29.4,74,90,txn_212,pending,block_4378,node_2,successful,3,190,0.93,0.08,3
2020-01-01 17:40:00,device_3,3.95,smart appliance,Zone 3,4372,41,0.039,CoAP,64,17.3,43,35,txn_213,failed,block_4314,node_3,successful,5,198,0.7,0.07,1
2020-01-01 17:45:00,device_5,2.39,light bulb,Zone 2,990,11,0.1,FTP,73,20.5,52,52,txn_214,pending,block_1916,node_2,failed,2,297,0.9,0.06,3
2020-01-01 17:50:00,device_2,2.0,fan,Zone 1,2421,15,0.028,HTTP,121,22.6,52,14,txn_215,confirmed,block_9914,node_3,failed,5,251,0.91,0.01,3
2020-01-01 17:55:00,device_2,1.29,air conditioner,Zone 1,1340,45,0.001,HTTP,135,28.8,35,10,txn_216,confirmed,block_5066,node_3,successful,5,216,0.94,0.03,2
2020-01-01 18:00:00,device_4,0.71,heater,Zone 3,700,6,0.047,CoAP,103,20.4,37,18,txn_217,confirmed,block_7678,node_2,failed,5,77,0.86,0.11,1
2020-01-01 18:05:00,device_3,2.86,heater,Zone 2,4514,37,0.04,HTTP,134,25.0,58,19,txn_218,confirmed,block_4114,node_1,successful,1,135,0.87,0.16,1
2020-01-01 18:10:00,device_5,4.61,light bulb,Zone 2,1334,16,0.075,HTTP,67,22.2,36,41,txn_219,failed,block_3396,node_2,successful,4,158,0.87,0.13,3
2020-01-01 18:15:00,device_5,3.84,air conditioner,Zone 2,740,21,0.053,MQTT,140,27.2,66,81,txn_220,confirmed,block_8313,node_2,successful,3,199,0.77,0.11,3
2020-01-01 18:20:00,device_4,0.19,heater,Zone 5,523,10,0.044,FTP,102,31.4,50,71,txn_221,confirmed,block_8571,node_3,failed,3,47,0.81,0.05,1
2020-01-01 18:25:00,device_1,1.55,heater,Zone 2,158,38,0.093,CoAP,56,32.0,76,67,txn_222,pending,block_1928,node_1,successful,1,276,0.86,0.11,1
2020-01-01 18:30:00,device_3,3.6,light bulb,Zone 1,4212,20,0.049,FTP,93,28.7,33,36,txn_223,pending,block_5819,node_1,failed,5,160,0.84,0.05,1
2020-01-01 18:35:00,device_3,4.75,air conditioner,Zone 4,863,41,0.095,HTTP,140,21.7,45,45,txn_224,confirmed,block_3023,node_1,failed,3,68,0.81,0.1,2
2020-01-01 18:40:00,device_3,1.75,fan,Zone 2,3000,23,0.014,MQTT,97,26.5,32,19,txn_225,pending,block_6837,node_3,failed,4,180,0.79,0.06,2
2020-01-01 18:45:00,device_5,3.43,air conditioner,Zone 4,1227,28,0.036,MQTT,62,17.5,62,15,txn_226,confirmed,block_5892,node_3,successful,3,227,0.88,0.09,3
2020-01-01 18:50:00,device_5,3.75,heater,Zone 2,3310,34,0.097,CoAP,133,19.2,55,90,txn_227,pending,block_5364,node_3,failed,2,205,0.88,0.11,3
2020-01-01 18:55:00,device_1,3.91,light bulb,Zone 4,3727,12,0.092,FTP,110,26.1,50,12,txn_228,pending,block_1410,node_3,failed,3,170,0.9,0.06,2
2020-01-01 19:00:00,device_1,3.12,heater,Zone 1,3118,9,0.083,CoAP,68,30.4,45,96,txn_229,failed,block_6909,node_2,successful,4,191,0.92,0.04,3
2020-01-01 19:05:00,device_1,1.34,air conditioner,Zone 4,3237,21,0.053,MQTT,139,19.7,33,80,txn_230,failed,block_7145,node_1,failed,3,51,0.87,0.06,3
2020-01-01 19:10:00,device_1,2.44,heater,Zone 1,3579,49,0.041,HTTP,142,21.0,42,92,txn_231,confirmed,block_2621,node_1,successful,2,79,0.77,0.12,1
2020-01-01 19:15:00,device_4,2.39,heater,Zone 2,2659,6,0.063,FTP,133,30.0,71,95,txn_232,pending,block_4718,node_3,successful,2,181,0.88,0.19,1
2020-01-01 19:20:00,device_1,0.8,light bulb,Zone 1,1779,41,0.091,MQTT,135,21.1,54,3,txn_233,failed,block_8850,node_2,failed,2,82,0.74,0.19,2
2020-01-01 19:25:00,device_5,2.32,smart appliance,Zone 2,1772,37,0.093,HTTP,121,34.2,40,45,txn_234,failed,block_4618,node_3,successful,2,161,0.74,0.03,3
2020-01-01 19:30:00,device_3,3.6,air conditioner,Zone 1,912,39,0.097,MQTT,70,25.1,36,52,txn_235,pending,block_6695,node_3,successful,3,262,0.81,0.13,3
2020-01-01 19:35:00,device_2,3.28,heater,Zone 3,621,33,0.004,HTTP,122,29.5,71,22,txn_236,confirmed,block_9875,node_2,successful,5,97,0.86,0.16,3
2020-01-01 19:40:00,device_1,0.47,light bulb,Zone 5,1460,44,0.068,FTP,123,26.0,59,14,txn_237,pending,block_7098,node_1,successful,5,106,0.78,0.03,2
2020-01-01 19:45:00,device_1,1.77,air conditioner,Zone 2,4326,16,0.096,CoAP,132,23.0,36,50,txn_238,confirmed,block_6132,node_3,failed,4,50,0.79,0.13,1
2020-01-01 19:50:00,device_3,0.43,air conditioner,Zone 1,1579,44,0.035,CoAP,142,23.8,78,55,txn_239,confirmed,block_3740,node_3,failed,3,67,0.93,0.15,2
2020-01-01 19:55:00,device_2,3.53,light bulb,Zone 4,4084,19,0.098,HTTP,147,19.8,45,38,txn_240,pending,block_8860,node_3,successful,5,100,0.72,0.05,3
2020-01-01 20:00:00,device_4,2.29,smart appliance,Zone 4,468,29,0.008,CoAP,148,21.2,64,24,txn_241,pending,block_8039,node_2,successful,3,249,0.85,0.17,1
2020-01-01 20:05:00,device_5,2.04,smart appliance,Zone 1,1349,18,0.033,CoAP,129,34.2,45,50,txn_242,failed,block_4635,node_3,failed,1,65,0.79,0.11,2
2020-01-01 20:10:00,device_2,4.23,heater,Zone 2,834,39,0.087,FTP,50,31.6,79,22,txn_243,failed,block_1071,node_2,successful,3,83,0.83,0.17,1
2020-01-01 20:15:00,device_4,2.35,fan,Zone 5,748,16,0.062,HTTP,67,29.8,57,31,txn_244,confirmed,block_4706,node_2,failed,2,118,0.91,0.09,3
2020-01-01 20:20:00,device_2,4.98,light bulb,Zone 3,2330,50,0.085,MQTT,87,22.9,33,11,txn_245,confirmed,block_1482,node_1,failed,4,226,0.94,0.14,3
2020-01-01 20:25:00,device_5,0.23,light bulb,Zone 1,1875,15,0.075,FTP,84,24.1,78,51,txn_246,confirmed,block_6822,node_2,successful,4,272,0.71,0.03,2
2020-01-01 20:30:00,device_5,3.97,air conditioner,Zone 1,4468,29,0.08,HTTP,132,32.0,68,58,txn_247,confirmed,block_4750,node_3,failed,3,236,0.78,0.06,3
2020-01-01 20:35:00,device_3,3.1,air conditioner,Zone 1,2379,18,0.094,MQTT,75,25.8,71,36,txn_248,confirmed,block_2715,node_2,successful,5,58,0.88,0.17,3
2020-01-01 20:40:00,device_2,1.98,fan,Zone 4,1517,11,0.075,FTP,114,27.1,78,45,txn_249,pending,block_9554,node_2,successful,4,267,0.87,0.04,3
2020-01-01 20:45:00,device_5,4.81,heater,Zone 5,3609,17,0.031,MQTT,71,34.5,44,26,txn_250,failed,block_3434,node_1,failed,4,192,0.76,0.04,2
2020-01-01 20:50:00,device_4,1.15,heater,Zone 5,381,16,0.029,CoAP,122,29.1,35,6,txn_251,confirmed,block_1657,node_2,successful,4,107,0.7,0.18,2
2020-01-01 20:55:00,device_1,4.98,air conditioner,Zone 3,4408,13,0.026,FTP,106,17.7,65,55,txn_252,failed,block_5772,node_1,failed,1,101,0.75,0.11,1
2020-01-01 21:00:00,device_2,2.92,fan,Zone 4,4774,40,0.024,FTP,150,16.2,58,45,txn_253,pending,block_7607,node_1,failed,5,207,0.73,0.2,1
2020-01-01 21:05:00,device_2,4.88,air conditioner,Zone 1,4866,29,0.084,CoAP,103,26.1,58,38,txn_254,confirmed,block_3399,node_2,failed,1,230,0.81,0.08,2
2020-01-01 21:10:00,device_4,1.97,fan,Zone 4,3590,19,0.041,FTP,114,29.3,63,46,txn_255,failed,block_7177,node_3,failed,5,53,0.85,0.13,2
2020-01-01 21:15:00,device_5,4.87,light bulb,Zone 1,3542,40,0.06,MQTT,122,32.1,67,78,txn_256,failed,block_5758,node_3,successful,5,177,0.72,0.11,1
2020-01-01 21:20:00,device_5,2.71,light bulb,Zone 5,3073,12,0.054,CoAP,148,21.8,48,86,txn_257,confirmed,block_8661,node_1,failed,1,45,0.93,0.04,3
2020-01-01 21:25:00,device_3,0.43,air conditioner,Zone 4,4839,23,0.009,MQTT,88,31.5,54,70,txn_258,confirmed,block_6216,node_1,successful,1,46,0.76,0.01,3
2020-01-01 21:30:00,device_3,2.36,air conditioner,Zone 3,850,29,0.07,HTTP,73,34.3,72,90,txn_259,pending,block_7370,node_3,successful,1,135,0.79,0.08,3
2020-01-01 21:35:00,device_5,1.94,smart appliance,Zone 1,4064,28,0.089,MQTT,62,20.8,74,40,txn_260,confirmed,block_7751,node_1,failed,4,294,0.85,0.18,3
2020-01-01 21:40:00,device_4,3.73,light bulb,Zone 4,4082,33,0.003,CoAP,138,21.5,30,48,txn_261,failed,block_7210,node_2,failed,1,198,0.84,0.12,2
2020-01-01 21:45:00,device_5,4.28,air conditioner,Zone 4,2985,5,0.035,MQTT,104,16.9,53,94,txn_262,pending,block_3001,node_2,failed,4,237,0.72,0.03,3
2020-01-01 21:50:00,device_4,4.56,light bulb,Zone 2,4177,15,0.008,CoAP,115,24.3,46,20,txn_263,failed,block_1021,node_1,failed,2,137,0.88,0.11,2
2020-01-01 21:55:00,device_2,3.48,heater,Zone 2,4524,20,0.059,HTTP,142,20.3,80,15,txn_264,failed,block_6887,node_1,successful,2,88,0.92,0.06,2
2020-01-01 22:00:00,device_2,3.37,smart appliance,Zone 4,829,12,0.011,HTTP,138,30.4,44,12,txn_265,pending,block_8757,node_3,successful,2,259,0.91,0.11,1
2020-01-01 22:05:00,device_1,2.73,heater,Zone 3,1213,35,0.028,HTTP,57,32.6,64,34,txn_266,confirmed,block_1433,node_3,failed,1,32,0.85,0.1,2
2020-01-01 22:10:00,device_1,3.98,air conditioner,Zone 2,3329,30,0.001,HTTP,111,24.3,76,12,txn_267,confirmed,block_8799,node_2,successful,2,191,0.88,0.13,3
2020-01-01 22:15:00,device_5,4.93,heater,Zone 2,2625,25,0.054,MQTT,127,16.5,73,55,txn_268,failed,block_6273,node_3,failed,3,164,0.83,0.12,1
2020-01-01 22:20:00,device_1,3.63,air conditioner,Zone 1,1181,21,0.1,FTP,54,23.0,40,23,txn_269,failed,block_7211,node_1,successful,5,297,0.81,0.09,2
2020-01-01 22:25:00,device_2,4.55,fan,Zone 5,2509,29,0.06,CoAP,101,35.0,44,96,txn_270,confirmed,block_9135,node_3,failed,2,110,0.71,0.14,3
2020-01-01 22:30:00,device_5,1.37,air conditioner,Zone 3,4066,34,0.076,FTP,138,33.7,64,50,txn_271,failed,block_6855,node_2,successful,4,172,0.93,0.09,2
2020-01-01 22:35:00,device_5,2.71,air conditioner,Zone 3,245,17,0.041,CoAP,90,31.9,36,57,txn_272,confirmed,block_1213,node_2,failed,4,254,0.84,0.18,1
2020-01-01 22:40:00,device_1,1.07,smart appliance,Zone 5,2920,36,0.035,HTTP,98,18.9,70,16,txn_273,confirmed,block_4185,node_1,successful,1,288,0.81,0.1,3
2020-01-01 22:45:00,device_2,0.14,heater,Zone 5,313,29,0.091,HTTP,71,20.0,47,18,txn_274,failed,block_5952,node_3,failed,4,88,0.83,0.04,2
2020-01-01 22:50:00,device_1,2.09,smart appliance,Zone 5,3179,13,0.093,CoAP,146,18.9,35,37,txn_275,confirmed,block_6287,node_1,successful,5,162,0.82,0.05,3
2020-01-01 22:55:00,device_2,3.47,fan,Zone 3,2486,13,0.067,CoAP,147,28.7,63,36,txn_276,pending,block_5096,node_3,successful,3,265,0.71,0.2,1
2020-01-01 23:00:00,device_4,3.39,light bulb,Zone 2,430,13,0.049,FTP,109,31.0,78,79,txn_277,failed,block_6290,node_2,successful,3,84,0.92,0.08,2
2020-01-01 23:05:00,device_1,4.6,smart appliance,Zone 5,805,12,0.012,FTP,117,32.6,70,72,txn_278,confirmed,block_6722,node_1,successful,1,277,0.93,0.17,1
2020-01-01 23:10:00,device_5,3.64,fan,Zone 4,1214,16,0.049,MQTT,53,25.3,43,14,txn_279,confirmed,block_9474,node_1,failed,4,67,0.76,0.11,2
2020-01-01 23:15:00,device_5,4.95,smart appliance,Zone 2,458,43,0.013,FTP,69,33.2,77,64,txn_280,failed,block_5819,node_3,failed,1,251,0.85,0.18,3
2020-01-01 23:20:00,device_4,1.88,light bulb,Zone 5,1614,32,0.012,HTTP,76,30.8,49,21,txn_281,failed,block_4299,node_3,successful,1,204,0.79,0.07,1
2020-01-01 23:25:00,device_1,1.38,smart appliance,Zone 5,258,39,0.062,CoAP,62,34.0,59,39,txn_282,failed,block_9380,node_1,failed,2,78,0.75,0.17,3
2020-01-01 23:30:00,device_2,0.81,smart appliance,Zone 4,1260,5,0.068,MQTT,95,22.1,77,28,txn_283,confirmed,block_5461,node_1,failed,3,196,0.85,0.15,1
2020-01-01 23:35:00,device_1,1.18,smart appliance,Zone 1,3171,18,0.006,HTTP,140,16.2,61,1,txn_284,failed,block_3719,node_1,failed,3,221,0.86,0.17,3
2020-01-01 23:40:00,device_3,3.66,fan,Zone 4,4736,44,0.001,MQTT,100,19.2,31,17,txn_285,failed,block_1562,node_1,failed,3,169,0.88,0.17,3
2020-01-01 23:45:00,device_2,3.52,heater,Zone 3,828,50,0.086,CoAP,146,23.1,44,32,txn_286,pending,block_8138,node_3,successful,1,167,0.95,0.14,3
2020-01-01 23:50:00,device_4,2.14,smart appliance,Zone 5,1402,45,0.04,CoAP,102,26.2,46,40,txn_287,failed,block_4292,node_3,failed,3,33,0.78,0.14,1
2020-01-01 23:55:00,device_1,2.1,air conditioner,Zone 2,393,25,0.079,CoAP,146,29.0,71,2,txn_288,pending,block_2975,node_2,failed,5,137,0.75,0.03,3
2020-01-02 00:00:00,device_5,3.13,heater,Zone 2,1386,19,0.076,FTP,77,23.7,67,65,txn_289,confirmed,block_3919,node_3,successful,2,205,0.76,0.02,2
2020-01-02 00:05:00,device_4,1.47,heater,Zone 2,1056,29,0.046,FTP,61,18.3,63,53,txn_290,pending,block_2677,node_1,successful,2,188,0.91,0.08,2
2020-01-02 00:10:00,device_3,2.45,light bulb,Zone 5,471,22,0.097,FTP,72,28.5,76,58,txn_291,confirmed,block_8394,node_1,failed,1,95,0.79,0.15,3
2020-01-02 00:15:00,device_4,1.92,smart appliance,Zone 2,1553,25,0.07,CoAP,52,16.2,68,50,txn_292,pending,block_8389,node_1,successful,5,162,0.94,0.02,2
2020-01-02 00:20:00,device_2,4.25,light bulb,Zone 1,3114,9,0.037,FTP,145,19.3,77,2,txn_293,confirmed,block_5347,node_1,successful,1,155,0.88,0.16,2
2020-01-02 00:25:00,device_3,1.92,light bulb,Zone 4,4050,44,0.075,MQTT,92,18.3,38,59,txn_294,pending,block_1898,node_1,failed,5,282,0.79,0.03,2
2020-01-02 00:30:00,device_3,3.18,fan,Zone 3,3993,18,0.075,CoAP,54,26.1,49,3,txn_295,confirmed,block_7173,node_2,failed,4,238,0.91,0.18,1
2020-01-02 00:35:00,device_3,3.03,fan,Zone 1,1961,10,0.024,HTTP,80,23.3,56,18,txn_296,failed,block_8899,node_1,successful,1,214,0.82,0.16,1
2020-01-02 00:40:00,device_1,0.67,smart appliance,Zone 3,1261,41,0.083,HTTP,73,25.3,52,65,txn_297,failed,block_7252,node_1,failed,1,204,0.85,0.07,1
2020-01-02 00:45:00,device_1,0.63,light bulb,Zone 1,1306,34,0.028,CoAP,101,18.5,44,13,txn_298,confirmed,block_7959,node_3,successful,5,284,0.87,0.02,3
2020-01-02 00:50:00,device_5,2.06,light bulb,Zone 3,991,27,0.07,HTTP,67,24.0,63,83,txn_299,pending,block_6850,node_2,successful,4,115,0.86,0.13,2
2020-01-02 00:55:00,device_3,0.66,air conditioner,Zone 2,2242,47,0.03,MQTT,85,30.4,34,2,txn_300,failed,block_7558,node_1,successful,5,122,0.78,0.05,2
2020-01-02 01:00:00,device_2,3.03,heater,Zone 3,2825,26,0.035,HTTP,76,32.8,73,16,txn_301,confirmed,block_1457,node_1,failed,1,252,0.86,0.19,1
2020-01-02 01:05:00,device_1,1.23,light bulb,Zone 4,3442,23,0.079,HTTP,117,19.7,33,49,txn_302,pending,block_9915,node_2,successful,2,77,0.87,0.02,2
2020-01-02 01:10:00,device_4,0.76,heater,Zone 4,412,46,0.017,MQTT,95,18.1,44,45,txn_303,failed,block_3747,node_1,successful,5,103,0.86,0.11,2
2020-01-02 01:15:00,device_4,0.99,heater,Zone 1,104,42,0.022,HTTP,66,29.0,64,72,txn_304,failed,block_3254,node_3,successful,4,296,0.79,0.11,3
2020-01-02 01:20:00,device_5,0.82,fan,Zone 5,3243,20,0.07,CoAP,128,28.3,55,93,txn_305,confirmed,block_5183,node_1,successful,2,202,0.81,0.08,3
2020-01-02 01:25:00,device_1,1.39,fan,Zone 1,2161,20,0.043,HTTP,78,34.0,41,28,txn_306,confirmed,block_5193,node_2,successful,5,35,0.95,0.13,2
2020-01-02 01:30:00,device_1,2.18,light bulb,Zone 3,1141,24,0.085,FTP,95,31.4,62,36,txn_307,confirmed,block_1287,node_1,successful,3,72,0.81,0.07,2
